Altitude and Azimuth of the Moon
N 48° 10', E 11° 30'
2026-03-13
Zone: 1.0 hours East of Greenwich
Time	Altitude	Azimuth (E of N)	Fraction Illuminated
02:39	-12.0°	119.1°	0.34
02:40	-11.8°	119.2°	0.34
02:41	-11.7°	119.4°	0.34
02:42	-11.6°	119.6°	0.34
02:43	-11.4°	119.7°	0.34
02:44	-11.3°	119.9°	0.34
02:45	-11.1°	120.0°	0.34
02:46	-11.0°	120.2°	0.34
02:47	-10.9°	120.4°	0.34
02:48	-10.7°	120.5°	0.34
02:49	-10.6°	120.7°	0.34
02:50	-10.4°	120.9°	0.34
02:51	-10.3°	121.0°	0.34
02:52	-10.2°	121.2°	0.34
02:53	-10.0°	121.4°	0.34
02:54	-9.9°	121.5°	0.34
02:55	-9.7°	121.7°	0.34
02:56	-9.6°	121.9°	0.34
02:57	-9.5°	122.0°	0.34
02:58	-9.3°	122.2°	0.34
02:59	-9.2°	122.4°	0.34
03:00	-9.1°	122.5°	0.34
03:01	-8.9°	122.7°	0.34
03:02	-8.8°	122.9°	0.34
03:03	-8.7°	123.0°	0.34
03:04	-8.5°	123.2°	0.34
03:05	-8.4°	123.4°	0.34
03:06	-8.3°	123.5°	0.34
03:07	-8.1°	123.7°	0.34
03:08	-8.0°	123.9°	0.34
03:09	-7.8°	124.0°	0.34
03:10	-7.7°	124.2°	0.34
03:11	-7.6°	124.4°	0.34
03:12	-7.4°	124.5°	0.34
03:13	-7.3°	124.7°	0.34
03:14	-7.2°	124.9°	0.34
03:15	-7.1°	125.0°	0.34
03:16	-6.9°	125.2°	0.34
03:17	-6.8°	125.4°	0.34
03:18	-6.7°	125.6°	0.34
03:19	-6.5°	125.7°	0.34
03:20	-6.4°	125.9°	0.34
03:21	-6.3°	126.1°	0.34
03:22	-6.1°	126.2°	0.34
03:23	-6.0°	126.4°	0.34
03:24	-5.9°	126.6°	0.34
03:25	-5.7°	126.7°	0.34
03:26	-5.6°	126.9°	0.34
03:27	-5.5°	127.1°	0.34
03:28	-5.4°	127.3°	0.34
03:29	-5.2°	127.4°	0.34
03:30	-5.1°	127.6°	0.34
03:31	-5.0°	127.8°	0.34
03:32	-4.8°	127.9°	0.34
03:33	-4.7°	128.1°	0.34
03:34	-4.6°	128.3°	0.34
03:35	-4.5°	128.5°	0.34
03:36	-4.3°	128.6°	0.34
03:37	-4.2°	128.8°	0.34
03:38	-4.1°	129.0°	0.34
03:39	-4.0°	129.2°	0.34
03:40	-3.8°	129.3°	0.34
03:41	-3.7°	129.5°	0.34
03:42	-3.6°	129.7°	0.34
03:43	-3.5°	129.9°	0.34
03:44	-3.3°	130.0°	0.34
03:45	-3.2°	130.2°	0.34
03:46	-3.1°	130.4°	0.34
03:47	-3.0°	130.6°	0.34
03:48	-2.8°	130.7°	0.34
03:49	-2.7°	130.9°	0.34
03:50	-2.6°	131.1°	0.34
03:51	-2.5°	131.3°	0.34
03:52	-2.3°	131.4°	0.34
03:53	-2.2°	131.6°	0.34
03:54	-2.1°	131.8°	0.34
03:55	-2.0°	132.0°	0.34
03:56	-1.9°	132.1°	0.34
03:57	-1.7°	132.3°	0.34
03:58	-1.6°	132.5°	0.34
03:59	-1.5°	132.7°	0.34
04:00	-1.4°	132.9°	0.34
04:01	-1.3°	133.0°	0.34
04:02	-1.1°	133.2°	0.34
04:03	-1.0°	133.4°	0.34
04:04	-0.9°	133.6°	0.34
04:05	-0.8°	133.7°	0.34
04:06	-0.1°	133.9°	0.34
04:07	0.0°	134.1°	0.34
04:08	0.1°	134.3°	0.34
04:09	0.2°	134.5°	0.34
04:10	0.3°	134.6°	0.34
04:11	0.4°	134.8°	0.34
04:12	0.5°	135.0°	0.34
04:13	0.6°	135.2°	0.34
04:14	0.7°	135.4°	0.34
04:15	0.8°	135.6°	0.34
04:16	0.9°	135.7°	0.34
04:17	1.0°	135.9°	0.34
04:18	1.1°	136.1°	0.34
04:19	1.2°	136.3°	0.34
04:20	1.3°	136.5°	0.34
04:21	1.4°	136.6°	0.34
04:22	1.5°	136.8°	0.34
04:23	1.6°	137.0°	0.34
04:24	1.7°	137.2°	0.34
04:25	1.8°	137.4°	0.34
04:26	1.9°	137.6°	0.34
04:27	2.0°	137.8°	0.34
04:28	2.1°	137.9°	0.34
04:29	2.2°	138.1°	0.34
04:30	2.3°	138.3°	0.34
04:31	2.4°	138.5°	0.34
04:32	2.5°	138.7°	0.34
04:33	2.6°	138.9°	0.34
04:34	2.7°	139.1°	0.34
04:35	2.8°	139.2°	0.34
04:36	2.9°	139.4°	0.34
04:37	3.0°	139.6°	0.34
04:38	3.1°	139.8°	0.34
04:39	3.2°	140.0°	0.34
04:40	3.3°	140.2°	0.34
04:41	3.4°	140.4°	0.34
04:42	3.5°	140.6°	0.34
04:43	3.6°	140.7°	0.34
04:44	3.7°	140.9°	0.34
04:45	3.8°	141.1°	0.34
04:46	3.9°	141.3°	0.34
04:47	4.0°	141.5°	0.34
04:48	4.1°	141.7°	0.34
04:49	4.2°	141.9°	0.34
04:50	4.3°	142.1°	0.34
04:51	4.4°	142.3°	0.34
04:52	4.5°	142.4°	0.34
04:53	4.6°	142.6°	0.34
04:54	4.7°	142.8°	0.34
04:55	4.8°	143.0°	0.34
04:56	4.9°	143.2°	0.34
04:57	5.0°	143.4°	0.34
04:58	5.1°	143.6°	0.34
04:59	5.2°	143.8°	0.34
05:00	5.2°	144.0°	0.34
05:01	5.3°	144.2°	0.34
05:02	5.4°	144.4°	0.34
05:03	5.5°	144.6°	0.34
05:04	5.6°	144.8°	0.34
05:05	5.7°	145.0°	0.34
05:06	5.8°	145.1°	0.34
05:07	5.9°	145.3°	0.34
05:08	6.0°	145.5°	0.34
05:09	6.1°	145.7°	0.34
05:10	6.2°	145.9°	0.34
05:11	6.3°	146.1°	0.33
05:12	6.3°	146.3°	0.33
05:13	6.4°	146.5°	0.33
05:14	6.5°	146.7°	0.33
05:15	6.6°	146.9°	0.33
05:16	6.7°	147.1°	0.33
05:17	6.8°	147.3°	0.33
05:18	6.9°	147.5°	0.33
05:19	7.0°	147.7°	0.33
05:20	7.0°	147.9°	0.33
05:21	7.1°	148.1°	0.33
05:22	7.2°	148.3°	0.33
05:23	7.3°	148.5°	0.33
05:24	7.4°	148.7°	0.33
05:25	7.5°	148.9°	0.33
05:26	7.5°	149.1°	0.33
05:27	7.6°	149.3°	0.33
05:28	7.7°	149.5°	0.33
05:29	7.8°	149.7°	0.33
05:30	7.9°	149.9°	0.33
05:31	8.0°	150.1°	0.33
05:32	8.0°	150.3°	0.33
05:33	8.1°	150.5°	0.33
05:34	8.2°	150.7°	0.33
05:35	8.3°	150.9°	0.33
05:36	8.4°	151.1°	0.33
05:37	8.4°	151.3°	0.33
05:38	8.5°	151.5°	0.33
05:39	8.6°	151.7°	0.33
05:40	8.7°	151.9°	0.33
05:41	8.7°	152.1°	0.33
05:42	8.8°	152.3°	0.33
05:43	8.9°	152.5°	0.33
05:44	9.0°	152.7°	0.33
05:45	9.0°	152.9°	0.33
05:46	9.1°	153.1°	0.33
05:47	9.2°	153.3°	0.33
05:48	9.3°	153.5°	0.33
05:49	9.3°	153.7°	0.33
05:50	9.4°	153.9°	0.33
05:51	9.5°	154.2°	0.33
05:52	9.5°	154.4°	0.33
05:53	9.6°	154.6°	0.33
05:54	9.7°	154.8°	0.33
05:55	9.7°	155.0°	0.33
05:56	9.8°	155.2°	0.33
05:57	9.9°	155.4°	0.33
05:58	10.0°	155.6°	0.33
05:59	10.0°	155.8°	0.33
06:00	10.1°	156.0°	0.33
06:01	10.2°	156.2°	0.33
06:02	10.2°	156.4°	0.33
06:03	10.3°	156.6°	0.33
06:04	10.3°	156.8°	0.33
