Altitude and Azimuth of the Moon
N 48° 10', E 11° 30'
2026-03-09
Zone: 1.0 hours East of Greenwich
Time	Altitude	Azimuth (E of N)	Fraction Illuminated
00:00	-2.6°	123.6°	0.72
00:01	-2.5°	123.8°	0.72
00:02	-2.4°	124.0°	0.72
00:03	-2.2°	124.2°	0.72
00:04	-2.1°	124.4°	0.72
00:05	-2.0°	124.5°	0.72
00:06	-1.8°	124.7°	0.72
00:07	-1.7°	124.9°	0.72
00:08	-1.6°	125.1°	0.72
00:09	-1.4°	125.3°	0.72
00:10	-1.3°	125.4°	0.72
00:11	-1.2°	125.6°	0.72
00:12	-1.1°	125.8°	0.72
00:13	-0.9°	126.0°	0.72
00:14	-0.8°	126.2°	0.72
00:15	-0.1°	126.4°	0.72
00:16	0.0°	126.5°	0.72
00:17	0.1°	126.7°	0.72
00:18	0.2°	126.9°	0.72
00:19	0.4°	127.1°	0.72
00:20	0.5°	127.3°	0.72
00:21	0.6°	127.5°	0.72
00:22	0.7°	127.6°	0.72
00:23	0.8°	127.8°	0.72
00:24	0.9°	128.0°	0.72
00:25	1.0°	128.2°	0.72
00:26	1.1°	128.4°	0.72
00:27	1.2°	128.6°	0.72
00:28	1.3°	128.7°	0.72
00:29	1.5°	128.9°	0.72
00:30	1.6°	129.1°	0.72
00:31	1.7°	129.3°	0.72
00:32	1.8°	129.5°	0.72
00:33	1.9°	129.7°	0.72
00:34	2.0°	129.9°	0.72
00:35	2.1°	130.0°	0.72
00:36	2.2°	130.2°	0.72
00:37	2.4°	130.4°	0.72
00:38	2.5°	130.6°	0.72
00:39	2.6°	130.8°	0.72
00:40	2.7°	131.0°	0.72
00:41	2.8°	131.2°	0.72
00:42	2.9°	131.4°	0.72
00:43	3.0°	131.5°	0.72
00:44	3.1°	131.7°	0.72
00:45	3.3°	131.9°	0.72
00:46	3.4°	132.1°	0.72
00:47	3.5°	132.3°	0.72
00:48	3.6°	132.5°	0.72
00:49	3.7°	132.7°	0.72
00:50	3.8°	132.9°	0.72
00:51	3.9°	133.1°	0.72
00:52	4.0°	133.3°	0.72
00:53	4.2°	133.4°	0.72
00:54	4.3°	133.6°	0.72
00:55	4.4°	133.8°	0.72
00:56	4.5°	134.0°	0.72
00:57	4.6°	134.2°	0.72
00:58	4.7°	134.4°	0.72
00:59	4.8°	134.6°	0.72
01:00	4.9°	134.8°	0.72
01:01	5.0°	135.0°	0.72
01:02	5.2°	135.2°	0.72
01:03	5.3°	135.4°	0.72
01:04	5.4°	135.6°	0.72
01:05	5.5°	135.8°	0.72
01:06	5.6°	135.9°	0.72
01:07	5.7°	136.1°	0.72
01:08	5.8°	136.3°	0.72
01:09	5.9°	136.5°	0.72
01:10	6.0°	136.7°	0.72
01:11	6.1°	136.9°	0.72
01:12	6.2°	137.1°	0.72
01:13	6.3°	137.3°	0.72
01:14	6.4°	137.5°	0.72
01:15	6.5°	137.7°	0.72
01:16	6.6°	137.9°	0.72
01:17	6.8°	138.1°	0.72
01:18	6.9°	138.3°	0.72
01:19	7.0°	138.5°	0.72
01:20	7.1°	138.7°	0.72
01:21	7.2°	138.9°	0.72
01:22	7.3°	139.1°	0.72
01:23	7.4°	139.3°	0.72
01:24	7.5°	139.5°	0.72
01:25	7.6°	139.7°	0.72
01:26	7.7°	139.9°	0.72
01:27	7.8°	140.1°	0.72
01:28	7.9°	140.3°	0.72
01:29	8.0°	140.5°	0.72
01:30	8.1°	140.7°	0.72
01:31	8.2°	140.9°	0.72
01:32	8.3°	141.1°	0.72
01:33	8.4°	141.3°	0.72
01:34	8.5°	141.5°	0.72
01:35	8.6°	141.7°	0.72
01:36	8.7°	141.9°	0.72
01:37	8.8°	142.1°	0.72
01:38	8.9°	142.3°	0.72
01:39	8.9°	142.5°	0.72
01:40	9.0°	142.7°	0.72
01:41	9.1°	142.9°	0.72
01:42	9.2°	143.1°	0.72
01:43	9.3°	143.3°	0.72
01:44	9.4°	143.5°	0.72
01:45	9.5°	143.7°	0.72
01:46	9.6°	143.9°	0.72
01:47	9.7°	144.1°	0.72
01:48	9.8°	144.4°	0.72
01:49	9.9°	144.6°	0.72
01:50	10.0°	144.8°	0.72
01:51	10.1°	145.0°	0.72
01:52	10.2°	145.2°	0.72
01:53	10.2°	145.4°	0.72
01:54	10.3°	145.6°	0.72
01:55	10.4°	145.8°	0.72
01:56	10.5°	146.0°	0.72
01:57	10.6°	146.2°	0.72
01:58	10.7°	146.4°	0.72
01:59	10.8°	146.6°	0.72
02:00	10.9°	146.8°	0.72
02:01	10.9°	147.1°	0.72
02:02	11.0°	147.3°	0.72
02:03	11.1°	147.5°	0.72
02:04	11.2°	147.7°	0.72
02:05	11.3°	147.9°	0.72
02:06	11.4°	148.1°	0.72
02:07	11.4°	148.3°	0.72
02:08	11.5°	148.5°	0.72
02:09	11.6°	148.7°	0.72
02:10	11.7°	149.0°	0.72
02:11	11.8°	149.2°	0.72
02:12	11.8°	149.4°	0.72
02:13	11.9°	149.6°	0.72
02:14	12.0°	149.8°	0.72
02:15	12.1°	150.0°	0.72
02:16	12.2°	150.2°	0.72
02:17	12.2°	150.4°	0.72
02:18	12.3°	150.7°	0.72
02:19	12.4°	150.9°	0.72
02:20	12.5°	151.1°	0.72
02:21	12.5°	151.3°	0.72
02:22	12.6°	151.5°	0.72
02:23	12.7°	151.7°	0.72
02:24	12.8°	151.9°	0.72
02:25	12.8°	152.2°	0.72
02:26	12.9°	152.4°	0.72
02:27	13.0°	152.6°	0.72
02:28	13.1°	152.8°	0.72
02:29	13.1°	153.0°	0.72
02:30	13.2°	153.2°	0.72
02:31	13.3°	153.5°	0.72
02:32	13.3°	153.7°	0.72
02:33	13.4°	153.9°	0.72
02:34	13.5°	154.1°	0.72
02:35	13.5°	154.3°	0.72
02:36	13.6°	154.5°	0.72
02:37	13.7°	154.8°	0.72
02:38	13.7°	155.0°	0.72
02:39	13.8°	155.2°	0.72
02:40	13.9°	155.4°	0.71
02:41	13.9°	155.6°	0.71
02:42	14.0°	155.9°	0.71
02:43	14.1°	156.1°	0.71
02:44	14.1°	156.3°	0.71
02:45	14.2°	156.5°	0.71
02:46	14.3°	156.7°	0.71
02:47	14.3°	157.0°	0.71
02:48	14.4°	157.2°	0.71
02:49	14.4°	157.4°	0.71
02:50	14.5°	157.6°	0.71
02:51	14.6°	157.9°	0.71
02:52	14.6°	158.1°	0.71
02:53	14.7°	158.3°	0.71
02:54	14.7°	158.5°	0.71
02:55	14.8°	158.7°	0.71
02:56	14.8°	159.0°	0.71
02:57	14.9°	159.2°	0.71
02:58	14.9°	159.4°	0.71
02:59	15.0°	159.6°	0.71
03:00	15.1°	159.9°	0.71
03:01	15.1°	160.1°	0.71
03:02	15.2°	160.3°	0.71
03:03	15.2°	160.5°	0.71
03:04	15.3°	160.8°	0.71
03:05	15.3°	161.0°	0.71
03:06	15.4°	161.2°	0.71
03:07	15.4°	161.4°	0.71
03:08	15.5°	161.7°	0.71
03:09	15.5°	161.9°	0.71
03:10	15.6°	162.1°	0.71
03:11	15.6°	162.3°	0.71
03:12	15.7°	162.6°	0.71
